22,11,1,8,38,29,26,34,30,;		11,1,35,38,29,6,34,30,43,;		1,35,16,29,6,26,30,43,18,;		35,16,50,6,26,19,43,18,42,;		16,50,5,26,19,10,18,42,28,;		50,5,16,19,10,50,42,28,8,;		5,16,35,10,50,14,28,8,48,;		16,35,38,50,14,8,8,48,10,;		35,38,26,14,8,48,48,10,45,;		38,26,22,8,48,27,10,45,18,;		26,22,5,48,27,41,45,18,11,;		22,5,40,27,41,47,18,11,27,;		5,40,40,41,47,49,11,27,8,;		40,40,3,47,49,28,27,8,39,;		40,3,4,49,28,9,8,39,36,;		3,4,1,28,9,7,39,36,9,;		4,1,17,9,7,42,36,9,3,;		1,17,1,7,42,48,9,3,21,;		17,1,15,42,48,5,3,21,46,;		1,15,10,48,5,22,21,46,25,;		15,10,46,5,22,50,46,25,31,;		10,46,15,22,50,21,25,31,15,;		46,15,5,50,21,16,31,15,22,;		
8,38,29,26,34,30,35,8,43,;		38,29,6,34,30,43,8,43,10,;		29,6,26,30,43,18,43,10,43,;		6,26,19,43,18,42,10,43,14,;		26,19,10,18,42,28,43,14,41,;		19,10,50,42,28,8,14,41,1,;		10,50,14,28,8,48,41,1,23,;		50,14,8,8,48,10,1,23,6,;		14,8,48,48,10,45,23,6,33,;		8,48,27,10,45,18,6,33,35,;		48,27,41,45,18,11,33,35,14,;		27,41,47,18,11,27,35,14,27,;		41,47,49,11,27,8,14,27,46,;		47,49,28,27,8,39,27,46,22,;		49,28,9,8,39,36,46,22,20,;		28,9,7,39,36,9,22,20,29,;		9,7,42,36,9,3,20,29,17,;		7,42,48,9,3,21,29,17,34,;		42,48,5,3,21,46,17,34,48,;		48,5,22,21,46,25,34,48,13,;		5,22,50,46,25,31,48,13,46,;		22,50,21,25,31,15,13,46,7,;		50,21,16,31,15,22,46,7,12,;		
26,34,30,35,8,43,34,17,30,;		34,30,43,8,43,10,17,30,5,;		30,43,18,43,10,43,30,5,23,;		43,18,42,10,43,14,5,23,24,;		18,42,28,43,14,41,23,24,14,;		42,28,8,14,41,1,24,14,26,;		28,8,48,41,1,23,14,26,32,;		8,48,10,1,23,6,26,32,36,;		48,10,45,23,6,33,32,36,33,;		10,45,18,6,33,35,36,33,6,;		45,18,11,33,35,14,33,6,22,;		18,11,27,35,14,27,6,22,41,;		11,27,8,14,27,46,22,41,40,;		27,8,39,27,46,22,41,40,34,;		8,39,36,46,22,20,40,34,29,;		39,36,9,22,20,29,34,29,49,;		36,9,3,20,29,17,29,49,21,;		9,3,21,29,17,34,49,21,44,;		3,21,46,17,34,48,21,44,46,;		21,46,25,34,48,13,44,46,18,;		46,25,31,48,13,46,46,18,25,;		25,31,15,13,46,7,18,25,9,;		31,15,22,46,7,12,25,9,2,;		
35,8,43,34,17,30,32,34,7,;		8,43,10,17,30,5,34,7,14,;		43,10,43,30,5,23,7,14,45,;		10,43,14,5,23,24,14,45,4,;		43,14,41,23,24,14,45,4,13,;		14,41,1,24,14,26,4,13,33,;		41,1,23,14,26,32,13,33,31,;		1,23,6,26,32,36,33,31,10,;		23,6,33,32,36,33,31,10,26,;		6,33,35,36,33,6,10,26,38,;		33,35,14,33,6,22,26,38,24,;		35,14,27,6,22,41,38,24,45,;		14,27,46,22,41,40,24,45,5,;		27,46,22,41,40,34,45,5,48,;		46,22,20,40,34,29,5,48,46,;		22,20,29,34,29,49,48,46,3,;		20,29,17,29,49,21,46,3,13,;		29,17,34,49,21,44,3,13,21,;		17,34,48,21,44,46,13,21,4,;		34,48,13,44,46,18,21,4,31,;		48,13,46,46,18,25,4,31,6,;		13,46,7,18,25,9,31,6,15,;		46,7,12,25,9,2,6,15,14,;		
34,17,30,32,34,7,2,9,37,;		17,30,5,34,7,14,9,37,40,;		30,5,23,7,14,45,37,40,26,;		5,23,24,14,45,4,40,26,10,;		23,24,14,45,4,13,26,10,40,;		24,14,26,4,13,33,10,40,4,;		14,26,32,13,33,31,40,4,38,;		26,32,36,33,31,10,4,38,25,;		32,36,33,31,10,26,38,25,39,;		36,33,6,10,26,38,25,39,9,;		33,6,22,26,38,24,39,9,50,;		6,22,41,38,24,45,9,50,3,;		22,41,40,24,45,5,50,3,48,;		41,40,34,45,5,48,3,48,31,;		40,34,29,5,48,46,48,31,7,;		34,29,49,48,46,3,31,7,50,;		29,49,21,46,3,13,7,50,25,;		49,21,44,3,13,21,50,25,15,;		21,44,46,13,21,4,25,15,19,;		44,46,18,21,4,31,15,19,1,;		46,18,25,4,31,6,19,1,43,;		18,25,9,31,6,15,1,43,42,;		25,9,2,6,15,14,43,42,25,;		
32,34,7,2,9,37,25,7,33,;		34,7,14,9,37,40,7,33,35,;		7,14,45,37,40,26,33,35,29,;		14,45,4,40,26,10,35,29,4,;		45,4,13,26,10,40,29,4,12,;		4,13,33,10,40,4,4,12,1,;		13,33,31,40,4,38,12,1,33,;		33,31,10,4,38,25,1,33,2,;		31,10,26,38,25,39,33,2,13,;		10,26,38,25,39,9,2,13,13,;		26,38,24,39,9,50,13,13,23,;		38,24,45,9,50,3,13,23,4,;		24,45,5,50,3,48,23,4,47,;		45,5,48,3,48,31,4,47,36,;		5,48,46,48,31,7,47,36,31,;		48,46,3,31,7,50,36,31,4,;		46,3,13,7,50,25,31,4,13,;		3,13,21,50,25,15,4,13,45,;		13,21,4,25,15,19,13,45,10,;		21,4,31,15,19,1,45,10,18,;		4,31,6,19,1,43,10,18,1,;		31,6,15,1,43,42,18,1,6,;		6,15,14,43,42,25,1,6,4,;		
2,9,37,25,7,33,36,16,48,;		9,37,40,7,33,35,16,48,31,;		37,40,26,33,35,29,48,31,21,;		40,26,10,35,29,4,31,21,19,;		26,10,40,29,4,12,21,19,36,;		10,40,4,4,12,1,19,36,4,;		40,4,38,12,1,33,36,4,7,;		4,38,25,1,33,2,4,7,49,;		38,25,39,33,2,13,7,49,35,;		25,39,9,2,13,13,49,35,35,;		39,9,50,13,13,23,35,35,44,;		9,50,3,13,23,4,35,44,15,;		50,3,48,23,4,47,44,15,12,;		3,48,31,4,47,36,15,12,12,;		48,31,7,47,36,31,12,12,27,;		31,7,50,36,31,4,12,27,32,;		7,50,25,31,4,13,27,32,11,;		50,25,15,4,13,45,32,11,24,;		25,15,19,13,45,10,11,24,44,;		15,19,1,45,10,18,24,44,41,;		19,1,43,10,18,1,44,41,18,;		1,43,42,18,1,6,41,18,32,;		43,42,25,1,6,4,18,32,27,;		
25,7,33,36,16,48,22,36,45,;		7,33,35,16,48,31,36,45,11,;		33,35,29,48,31,21,45,11,26,;		35,29,4,31,21,19,11,26,37,;		29,4,12,21,19,36,26,37,29,;		4,12,1,19,36,4,37,29,28,;		12,1,33,36,4,7,29,28,30,;		1,33,2,4,7,49,28,30,13,;		33,2,13,7,49,35,30,13,43,;		2,13,13,49,35,35,13,43,44,;		13,13,23,35,35,44,43,44,34,;		13,23,4,35,44,15,44,34,37,;		23,4,47,44,15,12,34,37,48,;		4,47,36,15,12,12,37,48,38,;		47,36,31,12,12,27,48,38,13,;		36,31,4,12,27,32,38,13,14,;		31,4,13,27,32,11,13,14,29,;		4,13,45,32,11,24,14,29,31,;		13,45,10,11,24,44,29,31,16,;		45,10,18,24,44,41,31,16,1,;		10,18,1,44,41,18,16,1,13,;		18,1,6,41,18,32,1,13,38,;		1,6,4,18,32,27,13,38,11,;		
36,16,48,22,36,45,10,32,3,;		16,48,31,36,45,11,32,3,10,;		48,31,21,45,11,26,3,10,15,;		31,21,19,11,26,37,10,15,6,;		21,19,36,26,37,29,15,6,11,;		19,36,4,37,29,28,6,11,41,;		36,4,7,29,28,30,11,41,47,;		4,7,49,28,30,13,41,47,29,;		7,49,35,30,13,43,47,29,19,;		49,35,35,13,43,44,29,19,10,;		35,35,44,43,44,34,19,10,30,;		35,44,15,44,34,37,10,30,5,;		44,15,12,34,37,48,30,5,3,;		15,12,12,37,48,38,5,3,33,;		12,12,27,48,38,13,3,33,20,;		12,27,32,38,13,14,33,20,30,;		27,32,11,13,14,29,20,30,5,;		32,11,24,14,29,31,30,5,22,;		11,24,44,29,31,16,5,22,24,;		24,44,41,31,16,1,22,24,28,;		44,41,18,16,1,13,24,28,32,;		41,18,32,1,13,38,28,32,20,;		18,32,27,13,38,11,32,20,10,;		
22,36,45,10,32,3,11,19,15,;		36,45,11,32,3,10,19,15,5,;		45,11,26,3,10,15,15,5,43,;		11,26,37,10,15,6,5,43,4,;		26,37,29,15,6,11,43,4,27,;		37,29,28,6,11,41,4,27,2,;		29,28,30,11,41,47,27,2,25,;		28,30,13,41,47,29,2,25,37,;		30,13,43,47,29,19,25,37,45,;		13,43,44,29,19,10,37,45,39,;		43,44,34,19,10,30,45,39,13,;		44,34,37,10,30,5,39,13,38,;		34,37,48,30,5,3,13,38,47,;		37,48,38,5,3,33,38,47,2,;		48,38,13,3,33,20,47,2,32,;		38,13,14,33,20,30,2,32,26,;		13,14,29,20,30,5,32,26,20,;		14,29,31,30,5,22,26,20,13,;		29,31,16,5,22,24,20,13,50,;		31,16,1,22,24,28,13,50,35,;		16,1,13,24,28,32,50,35,20,;		1,13,38,28,32,20,35,20,44,;		13,38,11,32,20,10,20,44,29,;		
