13050,4016,8696,8696,35652,23605,16080,37035,44343,35361,;		4016,4016,8696,61890,16080,37035,44343,35361,28558,40636,;		8696,61890,9996,9996,44343,35361,28558,40636,23836,10593,;		61890,61890,9996,58771,28558,40636,23836,10593,48245,15805,;		9996,58771,35169,35169,23836,10593,48245,15805,7745,49156,;		58771,58771,35169,53657,48245,15805,7745,49156,53613,30627,;		35169,53657,2950,2950,7745,49156,53613,30627,30312,39864,;		53657,53657,2950,20388,53613,30627,30312,39864,35537,7433,;		2950,20388,24091,24091,30312,39864,35537,7433,8873,40971,;		20388,20388,24091,325,35537,7433,8873,40971,28733,458,;		24091,325,46314,46314,8873,40971,28733,458,18785,14153,;		325,325,46314,44925,28733,458,18785,14153,30483,14576,;		46314,44925,34437,34437,18785,14153,30483,14576,51144,17004,;		44925,44925,34437,36807,30483,14576,51144,17004,61974,45751,;		34437,36807,13274,13274,51144,17004,61974,45751,41219,54363,;		36807,36807,13274,6505,61974,45751,41219,54363,7129,40458,;		13274,6505,30155,30155,41219,54363,7129,40458,62201,64653,;		6505,6505,30155,21493,7129,40458,62201,64653,24694,10047,;		30155,21493,26150,26150,62201,64653,24694,10047,48808,11281,;		21493,21493,26150,52087,24694,10047,48808,11281,41589,30263,;		26150,52087,52317,52317,48808,11281,41589,30263,21409,57060,;		52087,52087,52317,3177,41589,30263,21409,57060,39932,44768,;		52317,3177,41718,41718,21409,57060,39932,44768,41798,20004,;		
23605,37035,35361,35361,35652,2577,16080,38234,44343,4840,;		37035,37035,35361,40636,16080,38234,44343,4840,28558,15630,;		35361,40636,10593,10593,44343,4840,28558,15630,23836,20861,;		40636,40636,10593,15805,28558,15630,23836,20861,48245,65107,;		10593,15805,49156,49156,23836,20861,48245,65107,7745,38471,;		15805,15805,49156,30627,48245,65107,7745,38471,53613,18084,;		49156,30627,39864,39864,7745,38471,53613,18084,30312,32364,;		30627,30627,39864,7433,53613,18084,30312,32364,35537,59551,;		39864,7433,40971,40971,30312,32364,35537,59551,8873,25461,;		7433,7433,40971,458,35537,59551,8873,25461,28733,48334,;		40971,458,14153,14153,8873,25461,28733,48334,18785,63131,;		458,458,14153,14576,28733,48334,18785,63131,30483,56072,;		14153,14576,17004,17004,18785,63131,30483,56072,51144,21708,;		14576,14576,17004,45751,30483,56072,51144,21708,61974,12903,;		17004,45751,54363,54363,51144,21708,61974,12903,41219,56127,;		45751,45751,54363,40458,61974,12903,41219,56127,7129,54197,;		54363,40458,64653,64653,41219,56127,7129,54197,62201,19933,;		40458,40458,64653,10047,7129,54197,62201,19933,24694,3492,;		64653,10047,11281,11281,62201,19933,24694,3492,48808,7756,;		10047,10047,11281,30263,24694,3492,48808,7756,41589,21812,;		11281,30263,57060,57060,48808,7756,41589,21812,21409,45862,;		30263,30263,57060,44768,41589,21812,21409,45862,39932,4102,;		57060,44768,20004,20004,21409,45862,39932,4102,41798,13529,;		
35652,16080,44343,44343,45445,2577,27355,38234,30407,4840,;		16080,16080,44343,28558,27355,38234,30407,4840,44763,15630,;		44343,28558,23836,23836,30407,4840,44763,15630,12717,20861,;		28558,28558,23836,48245,44763,15630,12717,20861,48346,65107,;		23836,48245,7745,7745,12717,20861,48346,65107,50177,38471,;		48245,48245,7745,53613,48346,65107,50177,38471,30413,18084,;		7745,53613,30312,30312,50177,38471,30413,18084,60059,32364,;		53613,53613,30312,35537,30413,18084,60059,32364,49142,59551,;		30312,35537,8873,8873,60059,32364,49142,59551,5116,25461,;		35537,35537,8873,28733,49142,59551,5116,25461,35820,48334,;		8873,28733,18785,18785,5116,25461,35820,48334,10232,63131,;		28733,28733,18785,30483,35820,48334,10232,63131,61867,56072,;		18785,30483,51144,51144,10232,63131,61867,56072,33405,21708,;		30483,30483,51144,61974,61867,56072,33405,21708,6155,12903,;		51144,61974,41219,41219,33405,21708,6155,12903,41434,56127,;		61974,61974,41219,7129,6155,12903,41434,56127,25206,54197,;		41219,7129,62201,62201,41434,56127,25206,54197,52431,19933,;		7129,7129,62201,24694,25206,54197,52431,19933,40377,3492,;		62201,24694,48808,48808,52431,19933,40377,3492,21635,7756,;		24694,24694,48808,41589,40377,3492,21635,7756,44322,21812,;		48808,41589,21409,21409,21635,7756,44322,21812,23404,45862,;		41589,41589,21409,39932,44322,21812,23404,45862,40197,4102,;		21409,39932,41798,41798,23404,45862,40197,4102,41638,13529,;		
2577,38234,4840,4840,45445,61549,27355,58442,30407,63902,;		38234,38234,4840,15630,27355,58442,30407,63902,44763,27498,;		4840,15630,20861,20861,30407,63902,44763,27498,12717,12538,;		15630,15630,20861,65107,44763,27498,12717,12538,48346,28460,;		20861,65107,38471,38471,12717,12538,48346,28460,50177,41173,;		65107,65107,38471,18084,48346,28460,50177,41173,30413,1063,;		38471,18084,32364,32364,50177,41173,30413,1063,60059,9512,;		18084,18084,32364,59551,30413,1063,60059,9512,49142,29905,;		32364,59551,25461,25461,60059,9512,49142,29905,5116,61521,;		59551,59551,25461,48334,49142,29905,5116,61521,35820,19545,;		25461,48334,63131,63131,5116,61521,35820,19545,10232,41104,;		48334,48334,63131,56072,35820,19545,10232,41104,61867,57985,;		63131,56072,21708,21708,10232,41104,61867,57985,33405,2653,;		56072,56072,21708,12903,61867,57985,33405,2653,6155,35888,;		21708,12903,56127,56127,33405,2653,6155,35888,41434,58061,;		12903,12903,56127,54197,6155,35888,41434,58061,25206,38413,;		56127,54197,19933,19933,41434,58061,25206,38413,52431,40570,;		54197,54197,19933,3492,25206,38413,52431,40570,40377,58215,;		19933,3492,7756,7756,52431,40570,40377,58215,21635,56279,;		3492,3492,7756,21812,40377,58215,21635,56279,44322,21149,;		7756,21812,45862,45862,21635,56279,44322,21149,23404,34127,;		21812,21812,45862,4102,44322,21149,23404,34127,40197,39973,;		45862,4102,13529,13529,23404,34127,40197,39973,41638,44832,;		
45445,27355,30407,30407,21627,61549,44809,58442,56418,63902,;		27355,27355,30407,44763,44809,58442,56418,63902,57388,27498,;		30407,44763,12717,12717,56418,63902,57388,27498,13510,12538,;		44763,44763,12717,48346,57388,27498,13510,12538,29987,28460,;		12717,48346,50177,50177,13510,12538,29987,28460,39931,41173,;		48346,48346,50177,30413,29987,28460,39931,41173,45278,1063,;		50177,30413,60059,60059,39931,41173,45278,1063,6700,9512,;		30413,30413,60059,49142,45278,1063,6700,9512,7263,29905,;		60059,49142,5116,5116,6700,9512,7263,29905,46766,61521,;		49142,49142,5116,35820,7263,29905,46766,61521,20822,19545,;		5116,35820,10232,10232,46766,61521,20822,19545,2711,41104,;		35820,35820,10232,61867,20822,19545,2711,41104,15074,57985,;		10232,61867,33405,33405,2711,41104,15074,57985,23148,2653,;		61867,61867,33405,6155,15074,57985,23148,2653,25413,35888,;		33405,6155,41434,41434,23148,2653,25413,35888,16649,58061,;		6155,6155,41434,25206,25413,35888,16649,58061,47348,38413,;		41434,25206,52431,52431,16649,58061,47348,38413,57600,40570,;		25206,25206,52431,40377,47348,38413,57600,40570,45844,58215,;		52431,40377,21635,21635,57600,40570,45844,58215,16002,56279,;		40377,40377,21635,44322,45844,58215,16002,56279,43042,21149,;		21635,44322,23404,23404,16002,56279,43042,21149,4944,34127,;		44322,44322,23404,40197,43042,21149,4944,34127,52456,39973,;		23404,40197,41638,41638,4944,34127,52456,39973,64305,44832,;		
61549,58442,63902,63902,21627,25537,44809,50284,56418,22545,;		58442,58442,63902,27498,44809,50284,56418,22545,57388,106,;		63902,27498,12538,12538,56418,22545,57388,106,13510,7966,;		27498,27498,12538,28460,57388,106,13510,7966,29987,48482,;		12538,28460,41173,41173,13510,7966,29987,48482,39931,60409,;		28460,28460,41173,1063,29987,48482,39931,60409,45278,12551,;		41173,1063,9512,9512,39931,60409,45278,12551,6700,30170,;		1063,1063,9512,29905,45278,12551,6700,30170,7263,57151,;		9512,29905,61521,61521,6700,30170,7263,57151,46766,1980,;		29905,29905,61521,19545,7263,57151,46766,1980,20822,60052,;		61521,19545,41104,41104,46766,1980,20822,60052,2711,25980,;		19545,19545,41104,57985,20822,60052,2711,25980,15074,25300,;		41104,57985,2653,2653,2711,25980,15074,25300,23148,49660,;		57985,57985,2653,35888,15074,25300,23148,49660,25413,25204,;		2653,35888,58061,58061,23148,49660,25413,25204,16649,587,;		35888,35888,58061,38413,25413,25204,16649,587,47348,52091,;		58061,38413,40570,40570,16649,587,47348,52091,57600,46697,;		38413,38413,40570,58215,47348,52091,57600,46697,45844,33378,;		40570,58215,56279,56279,57600,46697,45844,33378,16002,9135,;		58215,58215,56279,21149,45844,33378,16002,9135,43042,3703,;		56279,21149,34127,34127,16002,9135,43042,3703,4944,22387,;		21149,21149,34127,39973,43042,3703,4944,22387,52456,42281,;		34127,39973,44832,44832,4944,22387,52456,42281,64305,27022,;		
21627,44809,56418,56418,26180,25537,26235,50284,61612,22545,;		44809,44809,56418,57388,26235,50284,61612,22545,9905,106,;		56418,57388,13510,13510,61612,22545,9905,106,47458,7966,;		57388,57388,13510,29987,9905,106,47458,7966,4912,48482,;		13510,29987,39931,39931,47458,7966,4912,48482,5673,60409,;		29987,29987,39931,45278,4912,48482,5673,60409,14144,12551,;		39931,45278,6700,6700,5673,60409,14144,12551,33393,30170,;		45278,45278,6700,7263,14144,12551,33393,30170,35560,57151,;		6700,7263,46766,46766,33393,30170,35560,57151,60964,1980,;		7263,7263,46766,20822,35560,57151,60964,1980,47092,60052,;		46766,20822,2711,2711,60964,1980,47092,60052,29666,25980,;		20822,20822,2711,15074,47092,60052,29666,25980,38806,25300,;		2711,15074,23148,23148,29666,25980,38806,25300,35154,49660,;		15074,15074,23148,25413,38806,25300,35154,49660,15326,25204,;		23148,25413,16649,16649,35154,49660,15326,25204,8355,587,;		25413,25413,16649,47348,15326,25204,8355,587,22153,52091,;		16649,47348,57600,57600,8355,587,22153,52091,13706,46697,;		47348,47348,57600,45844,22153,52091,13706,46697,23721,33378,;		57600,45844,16002,16002,13706,46697,23721,33378,64609,9135,;		45844,45844,16002,43042,23721,33378,64609,9135,18572,3703,;		16002,43042,4944,4944,64609,9135,18572,3703,61130,22387,;		43042,43042,4944,52456,18572,3703,61130,22387,11296,42281,;		4944,52456,64305,64305,61130,22387,11296,42281,33019,27022,;		
25537,50284,22545,22545,26180,51956,26235,64343,61612,40670,;		50284,50284,22545,106,26235,64343,61612,40670,9905,52001,;		22545,106,7966,7966,61612,40670,9905,52001,47458,25661,;		106,106,7966,48482,9905,52001,47458,25661,4912,61448,;		7966,48482,60409,60409,47458,25661,4912,61448,5673,26216,;		48482,48482,60409,12551,4912,61448,5673,26216,14144,7715,;		60409,12551,30170,30170,5673,26216,14144,7715,33393,9616,;		12551,12551,30170,57151,14144,7715,33393,9616,35560,44226,;		30170,57151,1980,1980,33393,9616,35560,44226,60964,43330,;		57151,57151,1980,60052,35560,44226,60964,43330,47092,15097,;		1980,60052,25980,25980,60964,43330,47092,15097,29666,34155,;		60052,60052,25980,25300,47092,15097,29666,34155,38806,27397,;		25980,25300,49660,49660,29666,34155,38806,27397,35154,23064,;		25300,25300,49660,25204,38806,27397,35154,23064,15326,54890,;		49660,25204,587,587,35154,23064,15326,54890,8355,52226,;		25204,25204,587,52091,15326,54890,8355,52226,22153,24138,;		587,52091,46697,46697,8355,52226,22153,24138,13706,53896,;		52091,52091,46697,33378,22153,24138,13706,53896,23721,57248,;		46697,33378,9135,9135,13706,53896,23721,57248,64609,40045,;		33378,33378,9135,3703,23721,57248,64609,40045,18572,35150,;		9135,3703,22387,22387,64609,40045,18572,35150,61130,3978,;		3703,3703,22387,42281,18572,35150,61130,3978,11296,38502,;		22387,42281,27022,27022,61130,3978,11296,38502,33019,38973,;		
26180,26235,61612,61612,19813,51956,5874,64343,32243,40670,;		26235,26235,61612,9905,5874,64343,32243,40670,7462,52001,;		61612,9905,47458,47458,32243,40670,7462,52001,275,25661,;		9905,9905,47458,4912,7462,52001,275,25661,43606,61448,;		47458,4912,5673,5673,275,25661,43606,61448,22350,26216,;		4912,4912,5673,14144,43606,61448,22350,26216,51771,7715,;		5673,14144,33393,33393,22350,26216,51771,7715,52680,9616,;		14144,14144,33393,35560,51771,7715,52680,9616,49939,44226,;		33393,35560,60964,60964,52680,9616,49939,44226,64001,43330,;		35560,35560,60964,47092,49939,44226,64001,43330,43000,15097,;		60964,47092,29666,29666,64001,43330,43000,15097,43425,34155,;		47092,47092,29666,38806,43000,15097,43425,34155,10527,27397,;		29666,38806,35154,35154,43425,34155,10527,27397,36280,23064,;		38806,38806,35154,15326,10527,27397,36280,23064,60385,54890,;		35154,15326,8355,8355,36280,23064,60385,54890,16415,52226,;		15326,15326,8355,22153,60385,54890,16415,52226,4349,24138,;		8355,22153,13706,13706,16415,52226,4349,24138,52625,53896,;		22153,22153,13706,23721,4349,24138,52625,53896,48,57248,;		13706,23721,64609,64609,52625,53896,48,57248,50386,40045,;		23721,23721,64609,18572,48,57248,50386,40045,6785,35150,;		64609,18572,61130,61130,50386,40045,6785,35150,63570,3978,;		18572,18572,61130,11296,6785,35150,63570,3978,4475,38502,;		61130,11296,33019,33019,63570,3978,4475,38502,48407,38973,;		
51956,64343,40670,40670,19813,60791,5874,61263,32243,4294,;		64343,64343,40670,52001,5874,61263,32243,4294,7462,6804,;		40670,52001,25661,25661,32243,4294,7462,6804,275,24569,;		52001,52001,25661,61448,7462,6804,275,24569,43606,56945,;		25661,61448,26216,26216,275,24569,43606,56945,22350,59960,;		61448,61448,26216,7715,43606,56945,22350,59960,51771,58493,;		26216,7715,9616,9616,22350,59960,51771,58493,52680,54594,;		7715,7715,9616,44226,51771,58493,52680,54594,49939,44657,;		9616,44226,43330,43330,52680,54594,49939,44657,64001,52633,;		44226,44226,43330,15097,49939,44657,64001,52633,43000,9382,;		43330,15097,34155,34155,64001,52633,43000,9382,43425,32406,;		15097,15097,34155,27397,43000,9382,43425,32406,10527,42224,;		34155,27397,23064,23064,43425,32406,10527,42224,36280,59953,;		27397,27397,23064,54890,10527,42224,36280,59953,60385,34433,;		23064,54890,52226,52226,36280,59953,60385,34433,16415,2138,;		54890,54890,52226,24138,60385,34433,16415,2138,4349,35389,;		52226,24138,53896,53896,16415,2138,4349,35389,52625,62280,;		24138,24138,53896,57248,4349,35389,52625,62280,48,33584,;		53896,57248,40045,40045,52625,62280,48,33584,50386,55159,;		57248,57248,40045,35150,48,33584,50386,55159,6785,43464,;		40045,35150,3978,3978,50386,55159,6785,43464,63570,18751,;		35150,35150,3978,38502,6785,43464,63570,18751,4475,49121,;		3978,38502,38973,38973,63570,18751,4475,49121,48407,12858,;		
