42,22,16,16,7,24,42,11,12,47,;		22,22,16,37,42,11,12,47,25,35,;		16,37,26,26,12,47,25,35,48,7,;		37,37,26,14,25,35,48,7,36,19,;		26,14,11,11,48,7,36,19,30,10,;		14,14,11,16,36,19,30,10,41,37,;		11,16,19,19,30,10,41,37,21,20,;		16,16,19,26,41,37,21,20,49,2,;		19,26,12,12,21,20,49,2,26,16,;		26,26,12,28,49,2,26,16,10,17,;		12,28,24,24,26,16,10,17,30,40,;		28,28,24,39,10,17,30,40,40,31,;		24,39,23,23,30,40,40,31,42,13,;		39,39,23,9,40,31,42,13,38,22,;		23,9,26,26,42,13,38,22,13,40,;		9,9,26,35,38,22,13,40,4,47,;		26,35,20,20,13,40,4,47,17,3,;		35,35,20,33,4,47,17,3,24,30,;		20,33,46,46,17,3,24,30,18,49,;		33,33,46,34,24,30,18,49,7,45,;		46,34,13,13,18,49,7,45,47,35,;		34,34,13,42,7,45,47,35,45,10,;		13,42,6,6,47,35,45,10,23,47,;		
24,11,47,47,7,23,42,5,12,18,;		11,11,47,35,42,5,12,18,25,49,;		47,35,7,7,12,18,25,49,48,31,;		35,35,7,19,25,49,48,31,36,35,;		7,19,10,10,48,31,36,35,30,40,;		19,19,10,37,36,35,30,40,41,8,;		10,37,20,20,30,40,41,8,21,6,;		37,37,20,2,41,8,21,6,49,1,;		20,2,16,16,21,6,49,1,26,29,;		2,2,16,17,49,1,26,29,10,22,;		16,17,40,40,26,29,10,22,30,44,;		17,17,40,31,10,22,30,44,40,14,;		40,31,13,13,30,44,40,14,42,30,;		31,31,13,22,40,14,42,30,38,22,;		13,22,40,40,42,30,38,22,13,38,;		22,22,40,47,38,22,13,38,4,46,;		40,47,3,3,13,38,4,46,17,11,;		47,47,3,30,4,46,17,11,24,26,;		3,30,49,49,17,11,24,26,18,34,;		30,30,49,45,24,26,18,34,7,45,;		49,45,35,35,18,34,7,45,47,27,;		45,45,35,10,7,45,47,27,45,20,;		35,10,47,47,47,27,45,20,23,25,;		
7,42,12,12,18,23,30,5,39,18,;		42,42,12,25,30,5,39,18,41,49,;		12,25,48,48,39,18,41,49,50,31,;		25,25,48,36,41,49,50,31,40,35,;		48,36,30,30,50,31,40,35,25,40,;		36,36,30,41,40,35,25,40,28,8,;		30,41,21,21,25,40,28,8,20,6,;		41,41,21,49,28,8,20,6,6,1,;		21,49,26,26,20,6,6,1,13,29,;		49,49,26,10,6,1,13,29,19,22,;		26,10,30,30,13,29,19,22,2,44,;		10,10,30,40,19,22,2,44,44,14,;		30,40,42,42,2,44,44,14,16,30,;		40,40,42,38,44,14,16,30,42,22,;		42,38,13,13,16,30,42,22,28,38,;		38,38,13,4,42,22,28,38,29,46,;		13,4,17,17,28,38,29,46,17,11,;		4,4,17,24,29,46,17,11,37,26,;		17,24,18,18,17,11,37,26,5,34,;		24,24,18,7,37,26,5,34,15,45,;		18,7,47,47,5,34,15,45,36,27,;		7,7,47,45,15,45,36,27,1,20,;		47,45,23,23,36,27,1,20,3,25,;		
23,5,18,18,18,21,30,28,39,10,;		5,5,18,49,30,28,39,10,41,41,;		18,49,31,31,39,10,41,41,50,9,;		49,49,31,35,41,41,50,9,40,42,;		31,35,40,40,50,9,40,42,25,14,;		35,35,40,8,40,42,25,14,28,45,;		40,8,6,6,25,14,28,45,20,27,;		8,8,6,1,28,45,20,27,6,10,;		6,1,29,29,20,27,6,10,13,22,;		1,1,29,22,6,10,13,22,19,47,;		29,22,44,44,13,22,19,47,2,6,;		22,22,44,14,19,47,2,6,44,29,;		44,14,30,30,2,6,44,29,16,31,;		14,14,30,22,44,29,16,31,42,29,;		30,22,38,38,16,31,42,29,28,40,;		22,22,38,46,42,29,28,40,29,35,;		38,46,11,11,28,40,29,35,17,19,;		46,46,11,26,29,35,17,19,37,3,;		11,26,34,34,17,19,37,3,5,48,;		26,26,34,45,37,3,5,48,15,38,;		34,45,27,27,5,48,15,38,36,34,;		45,45,27,20,15,38,36,34,1,49,;		27,20,25,25,36,34,1,49,3,37,;		
18,30,39,39,11,21,11,28,36,10,;		30,30,39,41,11,28,36,10,35,41,;		39,41,50,50,36,10,35,41,29,9,;		41,41,50,40,35,41,29,9,9,42,;		50,40,25,25,29,9,9,42,44,14,;		40,40,25,28,9,42,44,14,42,45,;		25,28,20,20,44,14,42,45,42,27,;		28,28,20,6,42,45,42,27,31,10,;		20,6,13,13,42,27,31,10,39,22,;		6,6,13,19,31,10,39,22,22,47,;		13,19,2,2,39,22,22,47,23,6,;		19,19,2,44,22,47,23,6,12,29,;		2,44,16,16,23,6,12,29,15,31,;		44,44,16,42,12,29,15,31,13,29,;		16,42,28,28,15,31,13,29,36,40,;		42,42,28,29,13,29,36,40,44,35,;		28,29,17,17,36,40,44,35,14,19,;		29,29,17,37,44,35,14,19,41,3,;		17,37,5,5,14,19,41,3,43,48,;		37,37,5,15,41,3,43,48,18,38,;		5,15,36,36,43,48,18,38,32,34,;		15,15,36,1,18,38,32,34,50,49,;		36,1,3,3,32,34,50,49,9,37,;		
21,28,10,10,11,14,11,33,36,17,;		28,28,10,41,11,33,36,17,35,2,;		10,41,9,9,36,17,35,2,29,11,;		41,41,9,42,35,2,29,11,9,27,;		9,42,14,14,29,11,9,27,44,19,;		42,42,14,45,9,27,44,19,42,16,;		14,45,27,27,44,19,42,16,42,11,;		45,45,27,10,42,16,42,11,31,13,;		27,10,22,22,42,11,31,13,39,48,;		10,10,22,47,31,13,39,48,22,30,;		22,47,6,6,39,48,22,30,23,6,;		47,47,6,29,22,30,23,6,12,35,;		6,29,31,31,23,6,12,35,15,38,;		29,29,31,29,12,35,15,38,13,39,;		31,29,40,40,15,38,13,39,36,15,;		29,29,40,35,13,39,36,15,44,12,;		40,35,19,19,36,15,44,12,14,36,;		35,35,19,3,44,12,14,36,41,35,;		19,3,48,48,14,36,41,35,43,6,;		3,3,48,38,41,35,43,6,18,40,;		48,38,34,34,43,6,18,40,32,40,;		38,38,34,49,18,40,32,40,50,1,;		34,49,37,37,32,40,50,1,9,20,;		
11,11,36,36,27,14,5,33,36,17,;		11,11,36,35,5,33,36,17,31,2,;		36,35,29,29,36,17,31,2,1,11,;		35,35,29,9,31,2,1,11,5,27,;		29,9,44,44,1,11,5,27,41,19,;		9,9,44,42,5,27,41,19,10,16,;		44,42,42,42,41,19,10,16,3,11,;		42,42,42,31,10,16,3,11,7,13,;		42,31,39,39,3,11,7,13,15,48,;		31,31,39,22,7,13,15,48,2,30,;		39,22,23,23,15,48,2,30,5,6,;		22,22,23,12,2,30,5,6,6,35,;		23,12,15,15,5,6,6,35,50,38,;		12,12,15,13,6,35,50,38,8,39,;		15,13,36,36,50,38,8,39,4,15,;		13,13,36,44,8,39,4,15,25,12,;		36,44,14,14,4,15,25,12,2,36,;		44,44,14,41,25,12,2,36,34,35,;		14,41,43,43,2,36,34,35,32,6,;		41,41,43,18,34,35,32,6,29,40,;		43,18,32,32,32,6,29,40,20,40,;		18,18,32,50,29,40,20,40,11,1,;		32,50,9,9,20,40,11,1,16,20,;		
14,33,17,17,27,24,5,20,36,35,;		33,33,17,2,5,20,36,35,31,17,;		17,2,11,11,36,35,31,17,1,25,;		2,2,11,27,31,17,1,25,5,18,;		11,27,19,19,1,25,5,18,41,50,;		27,27,19,16,5,18,41,50,10,16,;		19,16,11,11,41,50,10,16,3,18,;		16,16,11,13,10,16,3,18,7,34,;		11,13,48,48,3,18,7,34,15,39,;		13,13,48,30,7,34,15,39,2,27,;		48,30,6,6,15,39,2,27,5,23,;		30,30,6,35,2,27,5,23,6,36,;		6,35,38,38,5,23,6,36,50,20,;		35,35,38,39,6,36,50,20,8,33,;		38,39,15,15,50,20,8,33,4,23,;		39,39,15,12,8,33,4,23,25,33,;		15,12,36,36,4,23,25,33,2,39,;		12,12,36,35,25,33,2,39,34,13,;		36,35,6,6,2,39,34,13,32,21,;		35,35,6,40,34,13,32,21,29,34,;		6,40,40,40,32,21,29,34,20,28,;		40,40,40,1,29,34,20,28,11,28,;		40,1,20,20,20,28,11,28,16,2,;		
27,5,36,36,8,24,45,20,47,35,;		5,5,36,31,45,20,47,35,2,17,;		36,31,1,1,47,35,2,17,32,25,;		31,31,1,5,2,17,32,25,48,18,;		1,5,41,41,32,25,48,18,44,50,;		5,5,41,10,48,18,44,50,29,16,;		41,10,3,3,44,50,29,16,4,18,;		10,10,3,7,29,16,4,18,4,34,;		3,7,15,15,4,18,4,34,48,39,;		7,7,15,2,4,34,48,39,30,27,;		15,2,5,5,48,39,30,27,47,23,;		2,2,5,6,30,27,47,23,12,36,;		5,6,50,50,47,23,12,36,48,20,;		6,6,50,8,12,36,48,20,29,33,;		50,8,4,4,48,20,29,33,29,23,;		8,8,4,25,29,33,29,23,28,33,;		4,25,2,2,29,23,28,33,44,39,;		25,25,2,34,28,33,44,39,33,13,;		2,34,32,32,44,39,33,13,30,21,;		34,34,32,29,33,13,30,21,5,34,;		32,29,20,20,30,21,5,34,35,28,;		29,29,20,11,5,34,35,28,39,28,;		20,11,16,16,35,28,39,28,20,2,;		
24,20,35,35,8,13,45,4,47,3,;		20,20,35,17,45,4,47,3,2,25,;		35,17,25,25,47,3,2,25,32,15,;		17,17,25,18,2,25,32,15,48,40,;		25,18,50,50,32,15,48,40,44,15,;		18,18,50,16,48,40,44,15,29,31,;		50,16,18,18,44,15,29,31,4,11,;		16,16,18,34,29,31,4,11,4,19,;		18,34,39,39,4,11,4,19,48,38,;		34,34,39,27,4,19,48,38,30,6,;		39,27,23,23,48,38,30,6,47,47,;		27,27,23,36,30,6,47,47,12,21,;		23,36,20,20,47,47,12,21,48,49,;		36,36,20,33,12,21,48,49,29,38,;		20,33,23,23,48,49,29,38,29,14,;		33,33,23,33,29,38,29,14,28,30,;		23,33,39,39,29,14,28,30,44,34,;		33,33,39,13,28,30,44,34,33,48,;		39,13,21,21,44,34,33,48,30,37,;		13,13,21,34,33,48,30,37,5,49,;		21,34,28,28,30,37,5,49,35,23,;		34,34,28,28,5,49,35,23,39,49,;		28,28,2,2,35,23,39,49,20,43,;		
